Source,Hw,Lw,tw,tf,bf,fc',fyh,fyv,fyb,rho_h,rho_v,rho_b,P,Vn
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,467,432,432,0.0057,0.0079,0.0079,0,222
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,467,448,448,0.0057,0.0078,0.0078,0,248
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,32,0,453,453,0,0.0076,0.0076,0,243
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,31,467,453,453,0.0114,0.0076,0.0076,0,313
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,26,467,432,432,0.0057,0.0079,0.0079,0,222
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,26,467,453,453,0.0057,0.0076,0.0076,0,221
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,26,467,432,432,0.0057,0.0079,0.0079,0,180
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,26,467,448,448,0.0057,0.0078,0.0078,0,219
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,25,0,453,453,0,0.0076,0.0076,0,157
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,21,467,453,453,0.0057,0.0076,0.0076,0,211
Gulec and Whittaker (2009),1200,2180,80,180,180,27,412,412,387,0.012,0.012,0.0289,398,1088
Gulec and Whittaker (2009),1200,2180,80,180,180,38,412,412,387,0.012,0.012,0.0289,400,1334
Gulec and Whittaker (2009),1200,2180,80,180,180,58,412,412,387,0.012,0.012,0.0289,366,1461
Gulec and Whittaker (2009),1200,2180,80,180,180,37,412,412,387,0.006,0.006,0.0289,389,1236
Gulec and Whittaker (2009),1200,2180,80,180,180,26,412,412,387,0.02,0.02,0.0289,438,1137
Gulec and Whittaker (2009),1200,2180,80,180,180,37,412,412,387,0.02,0.02,0.0289,389,1461
Gulec and Whittaker (2009),1200,2180,80,180,180,58,412,412,387,0.02,0.02,0.0289,366,1677
Gupta and Rangan (1998),1100,1000,75,100,375,79,578,545,532,0.0052,0.007,0.021,0,428
Gupta and Rangan (1998),1100,1000,75,100,375,65,578,545,533,0.0052,0.007,0.0304,614,720
Gupta and Rangan (1998),1100,1000,75,100,375,69,578,545,532,0.0052,0.007,0.0387,1211,851
Gupta and Rangan (1998),1100,1000,75,100,375,75,578,533,532,0.0052,0.0119,0.0315,0,600
Gupta and Rangan (1998),1100,1000,75,100,375,73,578,533,531,0.0052,0.0119,0.0399,591,790
Gupta and Rangan (1998),1100,1000,75,100,375,71,578,533,532,0.0052,0.0119,0.0446,1150,970
Gupta and Rangan (1998),1100,1000,75,100,375,71,545,545,533,0.0106,0.007,0.0304,575,800
Gupta and Rangan (1998),1100,1000,75,100,375,61,578,545,561,0.0052,0.007,0.0084,329,487
Han et al. (2002),2000,1500,200,200,200,28,335,335,395,0.0029,0.0032,0.0128,840,443
Hidalgo et al. (2002),2000,1000,120,100,120,19,392,392,471,0.0013,0.0025,0.085,0,198
Hidalgo et al. (2002),2000,1000,120,100,120,20,402,402,471,0.0025,0.0025,0.085,0,270
Hidalgo et al. (2002),2000,1000,120,100,120,20,402,402,471,0.0038,0.0025,0.1057,0,324
Hidalgo et al. (2002),1801,1300,120,130,120,18,314,314,471,0.0013,0.0026,0.0653,0,309
Hidalgo et al. (2002),1801,1300,120,130,120,18,471,471,471,0.0025,0.0013,0.0653,0,364
Hidalgo et al. (2002),1801,1300,120,130,120,16,471,471,471,0.0025,0.0026,0.0653,0,374
Hidalgo et al. (2002),1801,1300,100,130,100,18,366,366,471,0.0026,0.0026,0.0701,0,258
Hidalgo et al. (2002),1801,1300,80,130,80,16,367,367,471,0.0025,0.0025,0.0731,0,187
Hidalgo et al. (2002),1400,1400,100,140,100,16,362,362,471,0.0013,0.0026,0.0571,0,235
Hidalgo et al. (2002),1400,1400,100,140,100,17,366,366,471,0.0026,0.0013,0.0571,0,304
Hidalgo et al. (2002),1400,1400,100,140,100,18,370,370,471,0.0026,0.0026,0.0571,0,289
Hidalgo et al. (2002),1199,1700,80,170,80,17,366,366,471,0.0013,0.0025,0.0441,0,255
Hidalgo et al. (2002),1199,1700,80,170,80,19,366,366,471,0.0025,0.0013,0.0441,0,368
Hidalgo et al. (2002),1199,1700,80,170,80,19,366,366,471,0.0025,0.0025,0.0441,0,362
Hidalgo et al. (2002),1801,1300,100,130,100,24,0,0,471,0,0,0.0462,0,258
Hidalgo et al. (2002),1801,1300,100,130,100,17,0,0,471,0,0,0.0462,0,222
Hidalgo et al. (2002),1801,1300,100,130,100,24,431,431,471,0.0025,0,0.0854,0,333
Hidalgo et al. (2002),1801,1300,100,130,100,24,0,431,471,0,0.0025,0.0462,0,232
Hidalgo et al. (2002),1400,1400,100,140,100,24,0,0,471,0,0,0.0429,0,352
Hidalgo et al. (2002),1400,1400,100,140,100,18,0,0,471,0,0,0.0429,0,262
Hidalgo et al. (2002),1400,1400,100,140,100,24,431,0,471,0.0025,0,0.065,0,491
Hidalgo et al. (2002),1400,1400,100,140,100,23,0,431,471,0,0.0025,0.0429,0,258
Hidalgo et al. (2002),1049,1501,80,150,80,23,0,0,471,0,0,0.05,0,400
Hidalgo et al. (2002),1049,1501,80,150,80,18,0,0,471,0,0,0.05,0,356
Hidalgo et al. (2002),1049,1501,80,150,80,23,431,0,471,0.0025,0,0.0667,0,391
Hidalgo et al. (2002),1049,1501,80,150,80,23,0,448,471,0,0.0025,0.05,0,344
Hirosawa (1975),1520,2720.34,80,320,320,20,353,353,363,0.0076,0.0071,0.0174,0,931
Hirosawa (1975),1520,2720.34,80,320,320,26,353,353,363,0.0076,0.0071,0.0174,0,1029
Hirosawa (1975),1520,2720.34,80,320,320,24,353,353,272,0.0076,0.0071,0.0648,0,1495
Hirosawa (1975),1750.06,2250.44,80,250,250,26,624,624,359,0.0047,0.0049,0.0081,345,654
Hirosawa (1975),1750.06,2250.44,80,250,250,25,624,624,359,0.0014,0.0016,0.0081,398,522
Hirosawa (1975),1750.06,2250.44,80,250,250,26,624,624,359,0.0014,0.0016,0.0081,345,524
Hirosawa (1975),1750.06,2250.44,50,250,250,25,624,624,359,0.0022,0.0026,0.0081,372,467
Hirosawa (1975),749.3,2250.44,50,250,250,26,624,624,359,0.0076,0.0079,0.0081,387,783
Hirosawa (1975),1198.88,2300,78,250,250,23,335,467,467,0.0018,0.0018,0.0255,0,965
